"species","x","y","longitude","latitude"
"Phoebe neurantha",-266547.4076,2940343.676,102.2714838,27.9005809
"Phoebe neurantha",-284017.9251,2831160.512,102.1250997,26.91762268
"Phoebe neurantha",-298395.267,2846628.908,101.974887,27.052569
"Phoebe neurantha",-316481.7529,2440068.969,101.9194922,23.38116789
"Phoebe neurantha",-310616.8116,2643205.842,101.9151245,25.21982726
"Phoebe neurantha",-308789.5718,2833461.447,101.8737808,26.93154936
"Phoebe neurantha",-310955.8768,2806480.647,101.8604985,26.68876748
"Phoebe neurantha",-314662.512,2812949.383,101.8210101,26.74578293
"Phoebe neurantha",-323441.3024,3025171.285,101.6602866,28.64360674
"Phoebe neurantha",-339265.3901,2585837.484,101.650028,24.69376483
"Phoebe neurantha",-347814.6934,2624364.662,101.5524723,25.03886039
"Phoebe neurantha",-355083.1049,2801162.694,101.4172767,26.62760114
"Phoebe neurantha",-437106.2703,2294432.163,100.8064431,22.01700442
"Phoebe neurantha",-434123.0525,2899815.322,100.5764059,27.48362367
"Phoebe neurantha",-458720.8509,2433649.527,100.5393739,23.27391793
"Phoebe neurantha",-456826.4174,2584959.358,100.490992,24.643798
"Phoebe neurantha",-457516.2904,2769938.119,100.3996503,26.30924044
"Phoebe neurantha",-459385.9973,2731585.232,100.3987373,25.96377541
"Phoebe neurantha",-455248.1772,2928887.638,100.3475815,27.73522651
"Phoebe neurantha",-462868.746,2868657.254,100.298943,27.19266684
"Phoebe neurantha",-466549.2677,2851130.564,100.2700929,27.03401337
"Phoebe neurantha",-470328.7231,2832969.32,100.2406547,26.8695522
"Phoebe neurantha",-483532.4714,2697765.921,100.17371,25.64923972
"Phoebe neurantha",-499452.8821,2501555.708,100.111415,23.8717044
"Phoebe neurantha",-485217.5737,2854696.708,100.0793457,27.05784
"Phoebe neurantha",-498841.407,2587752.804,100.0755766,24.6509823
"Phoebe neurantha",-491804.7593,2735099.324,100.0727971,25.98137212
"Phoebe neurantha",-500657.9572,2703875.84,99.99999016,25.69658452
"Phoebe neurantha",-529329.4225,2882336.516,99.61765786,27.28494924
"Phoebe neurantha",-644241.9469,2594197.886,98.63963313,24.63449409
"Phoebe neurantha",-642603.2267,2696840.339,98.590435,25.559845
"Phoebe neurantha",-626664.2179,2972793.612,98.57098321,28.04218184
"Phoebe neurantha",-655738.374,2684965.312,98.46757681,25.44532492
